t,step,sym,C,E,rnorm,purity,S,detg,det_thr,reso_hit_freq,reso_hit_mag,ew_varE,ew_ac1E,ew_dS
0.815603,23,^,0.166424,0.226075,0.805935,0.824766,0.318513,,,,,0.004275,0.999998,-0.000277
0.851064,24,^,0.172035,0.234355,0.806184,0.824966,0.318236,,,,,0.004598,0.999998,-0.000277
0.886525,25,^,0.177853,0.242496,0.806432,0.825166,0.317959,,,,,0.004928,0.999998,-0.000277
0.921986,26,^,0.183872,0.250492,0.806680,0.825367,0.317681,,,,,0.005263,0.999997,-0.000277
0.957447,27,^,0.190090,0.258339,0.806929,0.825567,0.317404,,,,,0.005604,0.999997,-0.000278
0.992908,28,^,0.196503,0.266032,0.807177,0.825768,0.317126,,,,,0.005950,0.999997,-0.000278
1.028369,29,^,0.203106,0.273566,0.807426,0.825968,0.316847,,,,,0.006299,0.999996,-0.000278
1.063830,30,^,0.209897,0.280936,0.807675,0.826169,0.316569,,,,,0.006651,0.999996,-0.000279
1.099291,31,^,0.216871,0.288137,0.807923,0.826370,0.316290,,,,,0.007005,0.999996,-0.000279
1.134752,32,^,0.224023,0.295165,0.808172,0.826571,0.316011,,,,,0.007361,0.999995,-0.000279
1.170213,33,^,0.231350,0.302015,0.808421,0.826772,0.315731,,,,,0.007717,0.999995,-0.000279
1.205674,34,^,0.238846,0.308684,0.808670,0.826974,0.315452,,,,,0.008073,0.999995,-0.000280
1.241135,35,^,0.246509,0.315166,0.808919,0.827175,0.315172,,,,,0.008429,0.999994,-0.000280
1.276596,36,^,0.254332,0.321459,0.809169,0.827377,0.314892,,,,,0.008783,0.999994,-0.000280
1.312057,37,^,0.262312,0.327557,0.809418,0.827579,0.314611,,,,,0.009135,0.999993,-0.000280
1.347518,38,^,0.270442,0.333457,0.809667,0.827780,0.314331,,,,,0.009484,0.999993,-0.000281
1.382979,39,^,0.278720,0.339155,0.809917,0.827982,0.314050,,,,,0.009829,0.999992,-0.000281
1.418440,40,^,0.287138,0.344648,0.810166,0.828185,0.313769,,,,,0.010169,0.999991,-0.000281
1.453901,41,^,0.295694,0.349932,0.810416,0.828387,0.313487,,,,,0.010505,0.999991,-0.000281
1.489362,42,^,0.304380,0.355003,0.810665,0.828589,0.313205,,,,,0.010835,0.999990,-0.000282
1.524823,43,^,0.313192,0.359859,0.810915,0.828792,0.312923,,,,,0.011158,0.999989,-0.000282
1.560284,44,^,0.322125,0.364496,0.811165,0.828994,0.312641,,,,,0.011474,0.999988,-0.000282
1.595745,45,^,0.331172,0.368911,0.811415,0.829197,0.312359,,,,,0.011782,0.999987,-0.000283
1.631206,46,^,0.340330,0.373102,0.811665,0.829400,0.312076,,,,,0.012082,0.999986,-0.000283
1.666667,47,^,0.349591,0.377066,0.811915,0.829603,0.311793,,,,,0.012374,0.999985,-0.000283
1.702128,48,^,0.358951,0.380799,0.812165,0.829806,0.311509,,,,,0.012655,0.999984,-0.000283
1.737589,49,^,0.368403,0.384300,0.812415,0.830009,0.311226,,,,,0.012927,0.999983,-0.000284
1.773050,50,^,0.377943,0.387567,0.812665,0.830212,0.310942,,,,,0.013188,0.999981,-0.000284
1.808511,51,^,0.387563,0.390597,0.812915,0.830416,0.310658,,,,,0.013438,0.999980,-0.000284
1.843972,52,^,0.397259,0.393388,0.813166,0.830619,0.310373,,,,,0.013677,0.999978,-0.000284
1.879433,53,^,0.407024,0.395938,0.813416,0.830823,0.310088,,,,,0.013904,0.999977,-0.000285
1.914894,54,^,0.416852,0.398246,0.813667,0.831027,0.309803,,,,,0.014119,0.999975,-0.000285
1.950355,55,^,0.426738,0.400310,0.813918,0.831231,0.309518,,,,,0.014322,0.999973,-0.000285
1.985816,56,^,0.436674,0.402129,0.814168,0.831435,0.309233,,,,,0.014511,0.999971,-0.000286
2.021277,57,^,0.446656,0.403700,0.814419,0.831639,0.308947,,,,,0.014688,0.999968,-0.000286
2.056738,58,^,0.456677,0.405025,0.814670,0.831844,0.308661,,,,,0.014851,0.999966,-0.000286
2.092199,59,^,0.466731,0.406100,0.814921,0.832048,0.308374,,,,,0.015001,0.999963,-0.000286
2.127660,60,^,0.476812,0.406926,0.815172,0.832253,0.308088,,,,,0.015137,0.999960,-0.000287
2.163121,61,^,0.486913,0.407501,0.815423,0.832457,0.307801,,,,,0.015259,0.999957,-0.000287
2.198582,62,^,0.497028,0.407826,0.815674,0.832662,0.307514,,,,,0.015368,0.999954,-0.000287
2.234043,63,^,0.507151,0.407900,0.815925,0.832867,0.307226,,,,,0.015462,0.999950,-0.000287
2.269504,64,^,0.517276,0.407723,0.816177,0.833072,0.306938,1.560373937035e-11,1.000000000000e-06,,,0.014755,0.999945,-0.000288
2.304965,65,^,0.527397,0.407294,0.816428,0.833277,0.306650,1.562297428771e-11,1.000000000000e-06,,,0.014048,0.999939,-0.000288
2.340426,66,^,0.537507,0.406614,0.816680,0.833483,0.306362,1.564223291620e-11,1.000000000000e-06,,,0.013346,0.999933,-0.000288
2.375887,67,^,0.547601,0.405683,0.816931,0.833688,0.306074,1.566151528502e-11,1.000000000000e-06,,,0.012648,0.999925,-0.000289
2.411348,68,^,0.557671,0.404501,0.817183,0.833894,0.305785,1.568082142345e-11,1.000000000000e-06,,,0.011958,0.999916,-0.000289
2.446809,69,^,0.567711,0.403069,0.817435,0.834100,0.305496,1.570015136079e-11,1.000000000000e-06,,,0.011276,0.999905,-0.000289
2.482270,70,^,0.577717,0.401389,0.817686,0.834306,0.305206,1.571950512638e-11,1.000000000000e-06,,,0.010604,0.999893,-0.000289
2.517730,71,^,0.587680,0.399460,0.817938,0.834512,0.304916,1.573888274959e-11,1.000000000000e-06,,,0.009945,0.999878,-0.000290
2.553191,72,^,0.597596,0.397283,0.818190,0.834718,0.304626,1.575828425982e-11,1.000000000000e-06,,,0.009299,0.999860,-0.000290
2.588652,73,^,0.607458,0.394860,0.818442,0.834924,0.304336,1.577770968653e-11,1.000000000000e-06,,,0.008669,0.999839,-0.000290
2.624113,74,^,0.617259,0.392193,0.818694,0.835130,0.304046,1.579715905920e-11,1.000000000000e-06,,,0.008055,0.999813,-0.000291
2.659574,75,^,0.626994,0.389282,0.818947,0.835337,0.303755,1.581663240735e-11,1.000000000000e-06,,,0.007461,0.999782,-0.000291
2.695035,76,^,0.636657,0.386130,0.819199,0.835543,0.303464,1.583612976052e-11,1.000000000000e-06,,,0.006886,0.999743,-0.000291
2.730496,77,^,0.646242,0.382738,0.819451,0.835750,0.303172,1.585565114832e-11,1.000000000000e-06,,,0.006333,0.999695,-0.000291
2.765957,78,^,0.655743,0.379108,0.819704,0.835957,0.302881,1.587519660037e-11,1.000000000000e-06,,,0.005802,0.999636,-0.000292
2.801418,79,^,0.665153,0.375242,0.819956,0.836164,0.302589,1.589476614633e-11,1.000000000000e-06,,,0.005296,0.999562,-0.000292
2.836879,80,^,0.674468,0.371142,0.820209,0.836371,0.302296,1.591435981591e-11,1.000000000000e-06,,,0.004816,0.999469,-0.000292
2.872340,81,^,0.683681,0.366811,0.820461,0.836578,0.302004,1.593397763884e-11,1.000000000000e-06,,,0.004362,0.999351,-0.000293
2.907801,82,^,0.692786,0.362252,0.820714,0.836786,0.301711,1.595361964489e-11,1.000000000000e-06,,,0.003937,0.999200,-0.000293
2.943262,83,^,0.701778,0.357467,0.820967,0.836993,0.301418,1.597328586388e-11,1.000000000000e-06,,,0.003540,0.999007,-0.000293
2.978723,84,^,0.710651,0.352458,0.821220,0.837201,0.301125,1.599297632566e-11,1.000000000000e-06,,,0.003174,0.998759,-0.000293
3.014184,85,^,0.719400,0.347229,0.821473,0.837409,0.300831,1.601269106011e-11,1.000000000000e-06,,,0.002839,0.998442,-0.000294
3.049645,86,^,0.728019,0.341783,0.821726,0.837617,0.300537,1.603243009715e-11,1.000000000000e-06,,,0.002536,0.998038,-0.000294
3.085106,87,^,0.736503,0.336123,0.821979,0.837825,0.300243,1.605219346673e-11,1.000000000000e-06,,,0.002266,0.997528,-0.000294
3.120567,88,^,0.744847,0.330252,0.822232,0.838033,0.299948,1.607198119886e-11,1.000000000000e-06,,,0.002029,0.996901,-0.000295
3.156028,89,^,0.753044,0.324174,0.822485,0.838241,0.299653,1.609179332357e-11,1.000000000000e-06,,,0.001826,0.996153,-0.000295
3.191489,90,^,0.761091,0.317893,0.822739,0.838449,0.299358,1.611162987092e-11,1.000000000000e-06,,,0.001658,0.995308,-0.000295
3.226950,91,^,0.768982,0.311412,0.822992,0.838658,0.299063,1.613149087102e-11,1.000000000000e-06,,,0.001526,0.994427,-0.000295
3.262411,92,^,0.776712,0.304735,0.823246,0.838867,0.298767,1.615137635401e-11,1.000000000000e-06,,,0.001429,0.993615,-0.000296
3.297872,93,^,0.784277,0.297867,0.823499,0.839075,0.298471,1.617128635008e-11,1.000000000000e-06,,,0.001368,0.993007,-0.000296
3.333333,94,^,0.791671,0.290810,0.823753,0.839284,0.298175,1.619122088944e-11,1.000000000000e-06,,,0.001343,0.992729,-0.000296
3.368794,95,^,0.798889,0.283570,0.824007,0.839493,0.297878,1.621118000235e-11,1.000000000000e-06,,,0.001355,0.992845,-0.000297
3.404255,96,^,0.805928,0.276151,0.824260,0.839703,0.297581,1.623116371909e-11,1.000000000000e-06,,,0.001402,0.993327,-0.000297
3.439716,97,^,0.812783,0.268557,0.824514,0.839912,0.297284,1.625117207001e-11,1.000000000000e-06,,,0.001487,0.994071,-0.000297
3.475177,98,^,0.819449,0.260793,0.824768,0.840121,0.296987,1.627120508546e-11,1.000000000000e-06,,,0.001607,0.994938,-0.000297
3.510638,99,^,0.825923,0.252863,0.825022,0.840331,0.296689,1.629126279584e-11,1.000000000000e-06,,,0.001763,0.995808,-0.000298
3.546099,100,^,0.832200,0.244773,0.825277,0.840541,0.296391,1.631134523161e-11,1.000000000000e-06,,,0.001955,0.996601,-0.000298
3.581560,101,^,0.838276,0.236527,0.825531,0.840751,0.296093,1.633145242324e-11,1.000000000000e-06,,,0.002182,0.997280,-0.000298
3.617021,102,^,0.844147,0.228130,0.825785,0.840960,0.295794,1.635158440125e-11,1.000000000000e-06,,,0.002443,0.997838,-0.000299
3.652482,103,^,0.849810,0.219587,0.826039,0.841171,0.295495,1.637174119619e-11,1.000000000000e-06,,,0.002739,0.998284,-0.000299
3.687943,104,^,0.855260,0.210904,0.826294,0.841381,0.295196,1.639192283865e-11,1.000000000000e-06,,,0.003069,0.998636,-0.000299
3.723404,105,^,0.860496,0.202085,0.826548,0.841591,0.294896,1.641212935927e-11,1.000000000000e-06,,,0.003431,0.998911,-0.000300
3.758865,106,^,0.865512,0.193137,0.826803,0.841802,0.294597,1.643236078871e-11,1.000000000000e-06,,,0.003825,0.999125,-0.000300
3.794326,107,^,0.870306,0.184064,0.827058,0.842012,0.294296,1.645261715767e-11,1.000000000000e-06,,,0.004250,0.999292,-0.000300
3.829787,108,^,0.874875,0.174872,0.827312,0.842223,0.293996,1.647289849690e-11,1.000000000000e-06,,,0.004704,0.999423,-0.000300
3.865248,109,^,0.879216,0.165567,0.827567,0.842434,0.293695,1.649320483719e-11,1.000000000000e-06,,,0.005188,0.999526,-0.000301
3.900709,110,^,0.883326,0.156153,0.827822,0.842645,0.293394,1.651353620934e-11,1.000000000000e-06,,,0.005700,0.999607,-0.000301
3.936170,111,^,0.887202,0.146638,0.828077,0.842856,0.293093,1.653389264423e-11,1.000000000000e-06,,,0.006238,0.999672,-0.000301
3.971631,112,^,0.890842,0.137027,0.828332,0.843067,0.292791,1.655427417273e-11,1.000000000000e-06,,,0.006802,0.999724,-0.000302
4.007092,113,^,0.894243,0.127325,0.828587,0.843279,0.292490,1.657468082579e-11,1.000000000000e-10,,,0.007390,0.999766,-0.000302
4.042553,114,^,0.897404,0.117539,0.828843,0.843490,0.292187,1.659511263438e-11,1.000000000000e-10,,,0.008000,0.999801,-0.000302
4.078014,115,^,0.900321,0.107674,0.829098,0.843702,0.291885,1.661556962950e-11,1.000000000000e-10,,,0.008631,0.999829,-0.000303
4.113475,116,^,0.902994,0.097737,0.829353,0.843914,0.291582,1.663605184221e-11,1.000000000000e-10,,,0.009282,0.999852,-0.000303
4.148936,117,^,0.905420,0.087734,0.829609,0.844125,0.291279,1.665655930358e-11,1.000000000000e-10,,,0.009952,0.999871,-0.000303
4.184397,118,^,0.907598,0.077670,0.829864,0.844337,0.290975,1.667709204476e-11,1.000000000000e-10,,,0.010637,0.999887,-0.000303
4.219858,119,^,0.909526,0.067553,0.830120,0.844550,0.290672,1.669765009689e-11,1.000000000000e-10,,,0.011338,0.999900,-0.000304
4.255319,120,^,0.911203,0.057387,0.830376,0.844762,0.290368,1.671823349117e-11,1.000000000000e-10,,,0.012051,0.999912,-0.000304
4.290780,121,^,0.912627,0.047180,0.830632,0.844974,0.290063,1.673884225886e-11,1.000000000000e-10,,,0.012777,0.999922,-0.000304
4.326241,122,^,0.913798,0.036937,0.830887,0.845187,0.289759,1.675947643122e-11,1.000000000000e-10,,,0.013511,0.999930,-0.000305
4.361702,123,^,0.914715,0.026666,0.831143,0.845400,0.289454,1.678013603958e-11,1.000000000000e-10,,,0.014254,0.999937,-0.000305
4.397163,124,^,0.915377,0.016371,0.831399,0.845612,0.289149,1.680082111528e-11,1.000000000000e-10,,,0.015003,0.999943,-0.000305
4.432624,125,^,0.915784,0.006061,0.831655,0.845825,0.288843,1.682153168972e-11,1.000000000000e-10,,,0.015756,0.999948,-0.000306
4.468085,126,^,0.915934,0.004260,0.831912,0.846038,0.288537,3.317914369016e-11,1.000000000000e-10,,,0.016444,0.999902,-0.000306
4.503546,127,^,0.915828,0.014585,0.832168,0.846252,0.288231,1.080063931064e-10,1.000000000000e-10,,,0.016973,0.999699,-0.000306
4.539007,128,^,0.915466,0.024907,0.832424,0.846465,0.287925,1.775271378717e-10,1.000000000000e-10,,,0.017355,0.999537,-0.000306
4.574468,129,^,0.914848,0.035220,0.832681,0.846679,0.287618,2.416019952519e-10,1.000000000000e-10,,,0.017600,0.999401,-0.000307
4.609929,130,^,0.913974,0.045518,0.832937,0.846892,0.287311,3.001444953537e-10,1.000000000000e-10,,,0.017719,0.999283,-0.000307
4.645390,131,^,0.912844,0.055793,0.833194,0.847106,0.287003,3.531206543666e-10,1.000000000000e-10,,,0.017723,0.999176,-0.000307
4.680851,132,^,0.911459,0.066041,0.833450,0.847320,0.286696,4.005480270197e-10,1.000000000000e-10,,,0.017621,0.999074,-0.000308
4.716312,133,^,0.909820,0.076255,0.833707,0.847534,0.286388,4.424942498120e-10,1.000000000000e-10,,,0.017426,0.998974,-0.000308
4.751773,134,^,0.907927,0.086428,0.833964,0.847748,0.286079,4.790750916341e-10,1.000000000000e-10,,,0.017146,0.998873,-0.000308
4.787234,135,^,0.905781,0.096554,0.834221,0.847962,0.285771,5.104520333066e-10,1.000000000000e-10,,,0.016792,0.998770,-0.000309
4.822695,136,^,0.903385,0.106626,0.834478,0.848177,0.285462,5.368294022498e-10,1.000000000000e-10,,,0.016375,0.998661,-0.000309
4.858156,137,^,0.900738,0.116639,0.834735,0.848391,0.285152,5.584510929422e-10,1.000000000000e-10,,,0.015904,0.998545,-0.000309
4.893617,138,^,0.897843,0.126587,0.834992,0.848606,0.284843,5.755969079599e-10,1.000000000000e-10,,,0.015388,0.998419,-0.000310
4.929078,139,^,0.894700,0.136462,0.835249,0.848821,0.284533,5.885785581884e-10,1.000000000000e-10,,,0.014839,0.998283,-0.000310
4.964539,140,^,0.891313,0.146260,0.835506,0.849036,0.284223,5.977353642121e-10,1.000000000000e-10,,,0.014263,0.998133,-0.000310
5.000000,141,^,0.887682,0.155973,0.835764,0.849251,0.283912,6.034297038930e-10,1.000000000000e-10,,,0.013671,0.997968,-0.000311
5.035461,142,^,0.883811,0.165596,0.836021,0.849466,0.283601,6.060422537025e-10,1.000000000000e-10,,,0.013070,0.997786,-0.000311
5.070922,143,^,0.879700,0.175124,0.836279,0.849681,0.283290,6.059670734618e-10,1.000000000000e-10,,,0.012469,0.997585,-0.000311
5.106383,144,^,0.875353,0.184549,0.836536,0.849897,0.282979,6.036065857342e-10,1.000000000000e-10,,,0.011876,0.997364,-0.000311
5.141844,145,^,0.870772,0.193866,0.836794,0.850112,0.282667,5.993665022005e-10,1.000000000000e-10,,,0.011297,0.997121,-0.000312
5.177305,146,^,0.865960,0.203070,0.837052,0.850328,0.282355,5.936507499088e-10,1.000000000000e-10,,,0.010740,0.996857,-0.000312
5.212766,147,^,0.860919,0.212154,0.837310,0.850544,0.282042,5.868564503248e-10,1.000000000000e-10,,,0.010211,0.996570,-0.000312
5.248227,148,^,0.855653,0.221113,0.837568,0.850760,0.281730,5.793690036136e-10,1.000000000000e-10,,,0.009716,0.996265,-0.000313
5.283688,149,^,0.850164,0.229941,0.837826,0.850976,0.281417,5.715573295632e-10,1.000000000000e-10,,,0.009260,0.995944,-0.000313
5.319149,150,^,0.844457,0.238633,0.838084,0.851192,0.281103,5.637693150222e-10,1.000000000000e-10,,,0.008848,0.995616,-0.000313
5.354610,151,^,0.838533,0.247183,0.838342,0.851409,0.280790,5.563275156841e-10,1.000000000000e-10,,,0.008485,0.995289,-0.000314
5.390071,152,^,0.832397,0.255587,0.838600,0.851625,0.280476,5.495251575280e-10,1.000000000000e-10,,,0.008174,0.994976,-0.000314
5.425532,153,^,0.826053,0.263838,0.838858,0.851842,0.280161,5.436224802424e-10,1.000000000000e-10,,,0.007919,0.994692,-0.000314
5.460993,154,^,0.819504,0.271931,0.839117,0.852058,0.279847,5.388434615447e-10,1.000000000000e-10,,,0.007722,0.994453,-0.000315
5.496454,155,^,0.812754,0.279862,0.839375,0.852275,0.279532,5.353729575001e-10,1.000000000000e-10,,,0.007585,0.994275,-0.000315
5.531915,156,^,0.805807,0.287626,0.839634,0.852492,0.279216,5.333542897679e-10,1.000000000000e-10,,,0.007511,0.994169,-0.000315
5.567376,157,^,0.798667,0.295216,0.839892,0.852710,0.278901,5.328873062151e-10,1.000000000000e-10,,,0.007499,0.994146,-0.000316
5.602837,158,^,0.791339,0.302630,0.840151,0.852927,0.278585,5.340269365654e-10,1.000000000000e-10,,,0.007551,0.994205,-0.000316
5.638298,159,^,0.783827,0.309862,0.840410,0.853144,0.278268,5.367822597536e-10,1.000000000000e-10,,,0.007666,0.994343,-0.000316
5.673759,160,^,0.776135,0.316907,0.840669,0.853362,0.277952,5.411160944802e-10,1.000000000000e-10,,,0.007843,0.994549,-0.000317
5.709220,161,^,0.768269,0.323762,0.840928,0.853580,0.277635,5.469451191465e-10,1.000000000000e-10,,,0.008081,0.994810,-0.000317
5.744681,162,^,0.760232,0.330421,0.841187,0.853798,0.277318,5.541405219715e-10,1.000000000000e-10,,,0.008377,0.995109,-0.000317
5.780142,163,^,0.752030,0.336881,0.841446,0.854016,0.277000,5.625291766783e-10,1.000000000000e-10,,,0.008730,0.995431,-0.000318
5.815603,164,^,0.743668,0.343137,0.841705,0.854234,0.276682,5.718953337616e-10,1.000000000000e-10,,,0.009136,0.995762,-0.000318
5.851064,165,^,0.735150,0.349185,0.841964,0.854452,0.276364,5.819828120508e-10,1.000000000000e-10,,,0.009591,0.996089,-0.000318
5.886525,166,^,0.726483,0.355022,0.842224,0.854670,0.276045,5.924976701261e-10,1.000000000000e-10,,,0.010091,0.996405,-0.000319
5.921986,167,^,0.717670,0.360644,0.842483,0.854889,0.275726,6.031113321715e-10,1.000000000000e-10,,,0.010632,0.996704,-0.000319
5.957447,168,^,0.708718,0.366047,0.842743,0.855108,0.275407,6.134641381204e-10,1.000000000000e-10,,,0.011207,0.996983,-0.000319
5.992908,169,^,0.699632,0.371228,0.843002,0.855326,0.275088,6.231692834974e-10,1.000000000000e-10,,,0.011811,0.997239,-0.000320
6.028369,170,^,0.690417,0.376184,0.843262,0.855545,0.274768,6.318171102489e-10,1.000000000000e-10,,,0.012438,0.997474,-0.000320
6.063830,171,^,0.681079,0.380910,0.843522,0.855764,0.274447,6.389797061085e-10,1.000000000000e-10,,,0.013080,0.997687,-0.000320
6.099291,172,^,0.671624,0.385405,0.843782,0.855984,0.274127,6.442157667130e-10,1.000000000000e-10,,,0.013730,0.997879,-0.000321
6.134752,173,^,0.662057,0.389665,0.844042,0.856203,0.273806,6.470756717964e-10,1.000000000000e-10,,,0.014381,0.998054,-0.000321
6.170213,174,^,0.652384,0.393688,0.844302,0.856423,0.273485,6.471067243792e-10,1.000000000000e-10,,,0.015024,0.998212,-0.000321
6.205674,175,^,0.642612,0.397471,0.844562,0.856642,0.273163,6.438584999596e-10,1.000000000000e-10,,,0.015651,0.998355,-0.000322
6.241135,176,^,0.632746,0.401011,0.844822,0.856862,0.272841,6.368882513213e-10,1.000000000000e-10,,,0.016252,0.998486,-0.000322
6.276596,177,^,0.622791,0.404306,0.845082,0.857082,0.272519,6.257663137257e-10,1.000000000000e-10,,,0.016819,0.998606,-0.000322
6.312057,178,^,0.612755,0.407354,0.845342,0.857302,0.272197,6.100814549428e-10,1.000000000000e-10,,,0.017342,0.998717,-0.000323
6.347518,179,^,0.602644,0.410153,0.845603,0.857522,0.271874,5.894461148289e-10,1.000000000000e-10,,,0.017810,0.998822,-0.000323
6.382979,180,^,0.592463,0.412701,0.845863,0.857742,0.271550,5.635014799517e-10,1.000000000000e-10,,,0.018213,0.998920,-0.000323
6.418440,181,^,0.582218,0.414996,0.846124,0.857963,0.271227,5.319223401064e-10,1.000000000000e-10,,,0.018542,0.999016,-0.000324
6.453901,182,^,0.571917,0.417037,0.846384,0.858183,0.270903,4.944216754434e-10,1.000000000000e-10,,,0.018785,0.999111,-0.000324
6.489362,183,^,0.561565,0.418822,0.846645,0.858404,0.270579,4.507549253191e-10,1.000000000000e-10,,,0.018931,0.999207,-0.000324
6.524823,184,^,0.551169,0.420350,0.846906,0.858625,0.270254,4.007238928703e-10,1.000000000000e-10,,,0.018970,0.999308,-0.000325
6.560284,185,^,0.540735,0.421620,0.847167,0.858846,0.269929,3.441802426648e-10,1.000000000000e-10,,,0.018891,0.999418,-0.000325
6.595745,186,^,0.530269,0.422631,0.847428,0.859067,0.269604,2.810285525764e-10,1.000000000000e-10,,,0.018682,0.999543,-0.000325
6.631206,187,^,0.519778,0.423383,0.847689,0.859288,0.269278,2.112288852191e-10,1.000000000000e-10,,,0.018332,0.999690,-0.000326
6.666667,188,^,0.509269,0.423874,0.847950,0.859509,0.268952,1.347988488327e-10,1.054584259189e-10,,,0.017831,0.999873,-0.000326
6.702128,189,^,0.498747,0.424104,0.848211,0.859731,0.268626,5.181512237568e-11,1.613086572233e-10,,,0.017166,0.999953,-0.000326
6.737589,190,^,0.488219,0.424073,0.848472,0.859953,0.268299,1.822394977512e-11,1.054584259189e-10,,,0.016401,0.999948,-0.000327
6.773050,191,^,0.477693,0.423780,0.848734,0.860174,0.267972,1.824641465739e-11,1.000000000000e-10,,,0.015636,0.999943,-0.000327
6.808511,192,^,0.467173,0.423226,0.848995,0.860396,0.267645,1.826890723240e-11,1.000000000000e-10,,,0.014874,0.999937,-0.000327
6.843972,193,^,0.456668,0.422412,0.849257,0.860618,0.267317,1.829142753427e-11,1.000000000000e-10,,,0.014116,0.999930,-0.000328
6.879433,194,^,0.446182,0.421336,0.849518,0.860841,0.266989,1.831397559719e-11,1.000000000000e-10,,,0.013365,0.999922,-0.000328
6.914894,195,^,0.435724,0.420000,0.849780,0.861063,0.266661,1.833655145538e-11,1.000000000000e-10,,,0.012622,0.999912,-0.000328
6.950355,196,^,0.425298,0.418405,0.850042,0.861285,0.266332,1.835915514311e-11,1.000000000000e-10,,,0.011889,0.999901,-0.000329
6.985816,197,^,0.414912,0.416550,0.850304,0.861508,0.266003,1.838178669467e-11,1.000000000000e-10,,,0.011168,0.999887,-0.000329
7.021277,198,^,0.404572,0.414438,0.850565,0.861731,0.265674,1.840444614441e-11,1.000000000000e-10,,,0.010461,0.999871,-0.000329
7.056738,199,^,0.394285,0.412069,0.850827,0.861954,0.265344,1.842713352674e-11,1.000000000000e-10,,,0.009770,0.999852,-0.000330
7.092199,200,^,0.384056,0.409445,0.851090,0.862177,0.265014,1.844984887607e-11,1.000000000000e-10,,,0.009096,0.999829,-0.000330
7.127660,201,^,0.373893,0.406567,0.851352,0.862400,0.264683,1.847259222688e-11,1.000000000000e-10,,,0.008441,0.999801,-0.000330
7.163121,202,^,0.363801,0.403437,0.851614,0.862623,0.264352,1.849536361370e-11,1.000000000000e-10,,,0.007806,0.999767,-0.000331
7.198582,203,^,0.353786,0.400056,0.851876,0.862847,0.264021,1.851816307108e-11,1.000000000000e-10,,,0.007195,0.999725,-0.000331
7.234043,204,^,0.343856,0.396427,0.852139,0.863070,0.263690,1.854099063363e-11,1.000000000000e-10,,,0.006606,0.999672,-0.000332
7.269504,205,^,0.334015,0.392551,0.852401,0.863294,0.263358,1.856384633599e-11,1.000000000000e-10,,,0.006044,0.999608,-0.000332
7.304965,206,^,0.324271,0.388431,0.852664,0.863518,0.263026,1.858673021285e-11,1.000000000000e-10,,,0.005508,0.999526,-0.000332
7.340426,207,^,0.314629,0.384068,0.852926,0.863742,0.262693,1.860964229894e-11,1.000000000000e-10,,,0.005001,0.999423,-0.000333
