t,step,sym,C,E,rnorm,purity,S,detg,det_thr,reso_hit_freq,reso_hit_mag,ew_varE,ew_ac1E,ew_dS,harm_sub_power,harm_fund_power,harm_2f_power,harm_3f_power
134.397163,1895,^,0.396197,0.367068,0.762926,0.791028,0.364000,1.630747083698e-08,1.330874783140e-08,7.022,0.090836,0.012403,0.993272,-0.000940,0.181246,0.090836,0.000000,0.000000
134.468085,1896,^,0.414420,0.372221,0.763865,0.791745,0.363056,1.647996624373e-08,1.357727227060e-08,7.050,0.103573,0.012521,0.993325,-0.000944,0.204631,0.103573,0.000000,0.000000
134.539007,1897,^,0.432899,0.376470,0.764806,0.792464,0.362109,1.663758549461e-08,1.375033047575e-08,7.022,0.090305,0.012643,0.993381,-0.000947,0.130404,0.090305,0.000000,0.000000
134.609929,1898,^,0.451589,0.379801,0.765748,0.793185,0.361159,1.678583468946e-08,1.387360773584e-08,7.050,0.102587,0.012766,0.993440,-0.000950,0.123398,0.102587,0.000000,0.000000
134.680851,1899,^,0.470445,0.382205,0.766691,0.793908,0.360206,1.692930104287e-08,1.416433182884e-08,7.022,0.088829,0.012889,0.993500,-0.000954,0.180827,0.088829,0.000000,0.000000
134.751773,1900,^,0.489419,0.383672,0.767635,0.794632,0.359249,1.707136745843e-08,1.448587896225e-08,7.050,0.100656,0.013012,0.993561,-0.000957,0.199575,0.100656,0.000000,0.000000
134.822695,1901,^,0.508467,0.384197,0.768581,0.795358,0.358289,1.721398500187e-08,1.452053927076e-08,7.022,0.086416,0.013133,0.993621,-0.000960,0.125660,0.086416,0.000000,0.000000
134.893617,1902,^,0.527541,0.383777,0.769527,0.796086,0.357325,1.735751384720e-08,1.452053927076e-08,7.050,0.097793,0.013250,0.993681,-0.000964,0.116204,0.097793,0.000000,0.000000
134.964539,1903,^,0.546593,0.382410,0.770475,0.796816,0.356358,1.750064054419e-08,1.453309496789e-08,7.022,0.083087,0.013364,0.993740,-0.000967,0.175366,0.083087,0.000000,0.000000
135.035461,1904,^,0.565578,0.380096,0.771424,0.797548,0.355388,1.764037638199e-08,1.461688780906e-08,7.050,0.094022,0.013472,0.993797,-0.000970,0.189360,0.094022,0.000000,0.000000
